serial_no,sensor_id,imu1_pitch,imu1_roll,battery,reading_time
1403,LRS,31.08,22.08,34,Sat Jul 25 2020 17:12:54 GMT+0530 (India Standard Time)
1404,LRS,30.92,22.59,34,Sat Jul 25 2020 17:12:54 GMT+0530 (India Standard Time)
1405,LRS,30.89,23.05,34,Sat Jul 25 2020 17:12:54 GMT+0530 (India Standard Time)
1406,LRS,30.81,23.54,34,Sat Jul 25 2020 17:12:54 GMT+0530 (India Standard Time)
1407,LRS,30.72,23.97,34,Sat Jul 25 2020 17:12:54 GMT+0530 (India Standard Time)
1408,LRS,30.53,24.54,34,Sat Jul 25 2020 17:12:54 GMT+0530 (India Standard Time)
1409,LRS,30.42,24.97,34,Sat Jul 25 2020 17:12:55 GMT+0530 (India Standard Time)
1410,LRS,30.32,25.43,34,Sat Jul 25 2020 17:12:55 GMT+0530 (India Standard Time)
1411,LRS,30.15,25.9,34,Sat Jul 25 2020 17:12:55 GMT+0530 (India Standard Time)
1412,LRS,30.18,26.16,34,Sat Jul 25 2020 17:12:55 GMT+0530 (India Standard Time)
1413,LRS,30.15,26.17,34,Sat Jul 25 2020 17:12:55 GMT+0530 (India Standard Time)
1414,LRS,30.12,26.2,34,Sat Jul 25 2020 17:12:55 GMT+0530 (India Standard Time)
1415,LRS,30.08,26.26,34,Sat Jul 25 2020 17:12:55 GMT+0530 (India Standard Time)
1416,LRS,30.08,26.27,34,Sat Jul 25 2020 17:12:56 GMT+0530 (India Standard Time)
1417,LRS,30.08,26.27,34,Sat Jul 25 2020 17:12:56 GMT+0530 (India Standard Time)
1418,LRS,30.02,26.2,34,Sat Jul 25 2020 17:12:56 GMT+0530 (India Standard Time)
1419,LRS,29.98,26.19,34,Sat Jul 25 2020 17:12:56 GMT+0530 (India Standard Time)
1420,LRS,29.87,26.28,34,Sat Jul 25 2020 17:12:56 GMT+0530 (India Standard Time)
1421,LRS,29.81,26.49,34,Sat Jul 25 2020 17:12:56 GMT+0530 (India Standard Time)
1422,LRS,29.78,26.56,34,Sat Jul 25 2020 17:12:56 GMT+0530 (India Standard Time)
1423,LRS,29.69,26.75,34,Sat Jul 25 2020 17:12:57 GMT+0530 (India Standard Time)
1424,LRS,29.57,26.92,34,Sat Jul 25 2020 17:12:57 GMT+0530 (India Standard Time)
1425,LRS,29.43,27.17,34,Sat Jul 25 2020 17:12:57 GMT+0530 (India Standard Time)
1426,LRS,29.28,27.59,34,Sat Jul 25 2020 17:12:57 GMT+0530 (India Standard Time)
1427,LRS,29.21,27.9,34,Sat Jul 25 2020 17:12:57 GMT+0530 (India Standard Time)
1428,LRS,29.13,28.18,34,Sat Jul 25 2020 17:12:57 GMT+0530 (India Standard Time)
1429,LRS,29.03,28.47,34,Sat Jul 25 2020 17:12:57 GMT+0530 (India Standard Time)
1430,LRS,28.94,28.59,34,Sat Jul 25 2020 17:12:57 GMT+0530 (India Standard Time)
1431,LRS,28.88,28.57,34,Sat Jul 25 2020 17:12:58 GMT+0530 (India Standard Time)
1432,LRS,28.89,28.54,34,Sat Jul 25 2020 17:12:58 GMT+0530 (India Standard Time)
1433,LRS,28.85,28.49,34,Sat Jul 25 2020 17:12:58 GMT+0530 (India Standard Time)
1434,LRS,28.79,28.41,34,Sat Jul 25 2020 17:12:58 GMT+0530 (India Standard Time)
1435,LRS,28.77,28.35,34,Sat Jul 25 2020 17:12:58 GMT+0530 (India Standard Time)
1436,LRS,28.76,28.15,34,Sat Jul 25 2020 17:12:58 GMT+0530 (India Standard Time)
1437,LRS,28.71,27.94,34,Sat Jul 25 2020 17:12:58 GMT+0530 (India Standard Time)
1438,LRS,28.67,27.74,34,Sat Jul 25 2020 17:12:59 GMT+0530 (India Standard Time)
1439,LRS,28.79,27.77,34,Sat Jul 25 2020 17:12:59 GMT+0530 (India Standard Time)
1440,LRS,28.69,27.67,34,Sat Jul 25 2020 17:12:59 GMT+0530 (India Standard Time)
1441,LRS,28.5,27.54,34,Sat Jul 25 2020 17:12:59 GMT+0530 (India Standard Time)
1442,LRS,28.46,27.33,34,Sat Jul 25 2020 17:12:59 GMT+0530 (India Standard Time)
1443,LRS,28.58,27.2,34,Sat Jul 25 2020 17:12:59 GMT+0530 (India Standard Time)
1444,LRS,28.57,26.96,34,Sat Jul 25 2020 17:12:59 GMT+0530 (India Standard Time)
1445,LRS,28.54,26.84,34,Sat Jul 25 2020 17:13:00 GMT+0530 (India Standard Time)
1446,LRS,28.6,27.01,34,Sat Jul 25 2020 17:13:00 GMT+0530 (India Standard Time)
1447,LRS,28.85,27.09,34,Sat Jul 25 2020 17:13:00 GMT+0530 (India Standard Time)
1448,LRS,28.93,26.89,34,Sat Jul 25 2020 17:13:00 GMT+0530 (India Standard Time)
1449,LRS,29,26.88,34,Sat Jul 25 2020 17:13:00 GMT+0530 (India Standard Time)
1450,LRS,28.96,26.35,34,Sat Jul 25 2020 17:13:00 GMT+0530 (India Standard Time)
1451,LRS,29.05,25.92,34,Sat Jul 25 2020 17:13:00 GMT+0530 (India Standard Time)
1452,LRS,29.14,25.57,34,Sat Jul 25 2020 17:13:01 GMT+0530 (India Standard Time)
1453,LRS,29.19,25.42,34,Sat Jul 25 2020 17:13:01 GMT+0530 (India Standard Time)
1454,LRS,29.38,25.11,34,Sat Jul 25 2020 17:13:01 GMT+0530 (India Standard Time)
1455,LRS,29.5,24.84,34,Sat Jul 25 2020 17:13:01 GMT+0530 (India Standard Time)
1456,LRS,29.65,24.45,34,Sat Jul 25 2020 17:13:01 GMT+0530 (India Standard Time)
1457,LRS,29.68,24.06,34,Sat Jul 25 2020 17:13:01 GMT+0530 (India Standard Time)
1458,LRS,29.83,23.66,34,Sat Jul 25 2020 17:13:02 GMT+0530 (India Standard Time)
